state,end_date,pollster_rating_name,poll_id,partisan,sample_size,methodology,population,candidate_name,pct,raw_sample_size,candidates_tested,poll_sample_size_weight,number_options,undecided,numeric_grade,pollster_wt,cumulative_poll_wt,methodology_simple,region_computed,region_census_big,region_census_small
Michigan,2024-06-30,1983 Labs,87342,center/independent,563,Online Panel,lv,Joe Biden,41.0,563,Chase Oliver Donald Trump Joe Biden Robert F. Kennedy,0.7477208003214612,4,9.0,,1.0,1.0,Online Non-Prob Panel,Rust Belt,Midwest,East North Central
Michigan,2024-06-30,1983 Labs,87342,center/independent,563,Online Panel,lv,Donald Trump,45.0,563,Chase Oliver Donald Trump Joe Biden Robert F. Kennedy,0.7477208003214612,4,9.0,,1.0,1.0,Online Non-Prob Panel,Rust Belt,Midwest,East North Central
Pennsylvania,2024-06-30,1983 Labs,87341,center/independent,741,Online Panel,lv,Robert F. Kennedy,3.0,741,Chase Oliver Donald Trump Joe Biden Robert F. Kennedy,0.8578164469184381,4,10.0,,1.0,1.0,Online Non-Prob Panel,Rust Belt,Midwest,Middle Atlantic
Pennsylvania,2024-06-30,1983 Labs,87341,center/independent,741,Online Panel,lv,Joe Biden,41.0,741,Chase Oliver Donald Trump Joe Biden Robert F. Kennedy,0.8578164469184381,4,10.0,,1.0,1.0,Online Non-Prob Panel,Rust Belt,Midwest,Middle Atlantic
Pennsylvania,2024-06-30,1983 Labs,87341,center/independent,741,Online Panel,lv,Donald Trump,46.0,741,Chase Oliver Donald Trump Joe Biden Robert F. Kennedy,0.8578164469184381,4,10.0,,1.0,1.0,Online Non-Prob Panel,Rust Belt,Midwest,Middle Atlantic
Nevada,2024-07-01,National Public Affairs,87306,center/independent,817,IVR/Live Phone/Text-to-Web,lv,Robert F. Kennedy,12.0,817,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.900733453756982,6,13.0,,1.0,1.0,Live Phone + Text-to-Web,Southwest,West,Southwest
Nevada,2024-07-01,National Public Affairs,87306,center/independent,817,IVR/Live Phone/Text-to-Web,lv,Joe Biden,33.0,817,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.900733453756982,6,13.0,,1.0,1.0,Live Phone + Text-to-Web,Southwest,West,Southwest
Nevada,2024-07-01,National Public Affairs,87306,center/independent,817,IVR/Live Phone/Text-to-Web,lv,Donald Trump,42.0,817,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.900733453756982,6,13.0,,1.0,1.0,Live Phone + Text-to-Web,Southwest,West,Southwest
National,2024-06-30,Harris Insights & Analytics,87304,center/independent,1500,Online Panel,rv,Robert F. Kennedy,16.0,1500,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.22048063855043,5,5.0,1.5,0.971130433760347,0.6866929151285748,Online Non-Prob Panel,,,
National,2024-06-30,Harris Insights & Analytics,87304,center/independent,1500,Online Panel,rv,Joe Biden,37.0,1500,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.22048063855043,5,5.0,1.5,0.971130433760347,0.6866929151285748,Online Non-Prob Panel,,,
National,2024-06-30,Harris Insights & Analytics,87304,center/independent,1500,Online Panel,rv,Donald Trump,42.0,1500,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.22048063855043,5,5.0,1.5,0.971130433760347,0.6866929151285748,Online Non-Prob Panel,,,
National,2024-06-30,Florida Atlantic University PolCom Lab/Mainstreet Research,87301,center/independent,869,IVR/Online Panel,lv,Robert F. Kennedy,10.0,869,Donald Trump Joe Biden Robert F. Kennedy,0.9289560188754714,3,9.0,,1.0,1.0,IVR/Mostly IVR,,,
National,2024-06-30,Florida Atlantic University PolCom Lab/Mainstreet Research,87301,center/independent,869,IVR/Online Panel,lv,Joe Biden,39.0,869,Donald Trump Joe Biden Robert F. Kennedy,0.9289560188754714,3,9.0,,1.0,1.0,IVR/Mostly IVR,,,
National,2024-06-30,Florida Atlantic University PolCom Lab/Mainstreet Research,87301,center/independent,869,IVR/Online Panel,lv,Donald Trump,42.0,869,Donald Trump Joe Biden Robert F. Kennedy,0.9289560188754714,3,9.0,,1.0,1.0,IVR/Mostly IVR,,,
National,2024-07-01,YouGov,87298,center/independent,1176,Online Panel,rv,Joe Biden,41.5,1176,Donald Trump Joe Biden,1.0806596242276976,2,14.0,2.98,1.1529455986082322,0.7605592003503581,Online Non-Prob Panel,,,
National,2024-07-01,YouGov,87298,center/independent,1176,Online Panel,rv,Donald Trump,44.5,1176,Donald Trump Joe Biden,1.0806596242276976,2,14.0,2.98,1.1529455986082322,0.7605592003503581,Online Non-Prob Panel,,,
National,2024-06-30,CNN,87294,center/independent,1274,Probability Panel,rv,Robert F. Kennedy,14.0,1274,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.124786198375323,6,10.0,,1.0,1.0,Online Prob Panel,,,
National,2024-06-30,CNN,87294,center/independent,1274,Probability Panel,rv,Joe Biden,35.0,1274,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.124786198375323,6,10.0,,1.0,1.0,Online Prob Panel,,,
National,2024-06-30,CNN,87294,center/independent,1274,Probability Panel,rv,Donald Trump,41.0,1274,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.124786198375323,6,10.0,,1.0,1.0,Online Prob Panel,,,
National,2024-06-30,Suffolk University,87291,center/independent,1000,Live Phone,rv,Robert F. Kennedy,8.2,1000,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.9965182684649138,6,12.900000000000006,2.93,1.148078687111369,1.148078687111369,Live Phone,,,
National,2024-06-30,Suffolk University,87291,center/independent,1000,Live Phone,rv,Joe Biden,37.5,1000,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.9965182684649138,6,12.900000000000006,2.93,1.148078687111369,1.148078687111369,Live Phone,,,
National,2024-06-30,Suffolk University,87291,center/independent,1000,Live Phone,rv,Donald Trump,41.4,1000,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.9965182684649138,6,12.900000000000006,2.93,1.148078687111369,1.148078687111369,Live Phone,,,
National,2024-06-30,Harris Insights & Analytics,87286,center/independent,1500,Online Panel,rv,Robert F. Kennedy,10.0,2090,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.4406497485902698,5,12.0,1.5,0.971130433760347,0.6866929151285748,Online Non-Prob Panel,,,
National,2024-06-30,Harris Insights & Analytics,87286,center/independent,1500,Online Panel,rv,Joe Biden,35.0,2090,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.4406497485902698,5,12.0,1.5,0.971130433760347,0.6866929151285748,Online Non-Prob Panel,,,
National,2024-06-30,Harris Insights & Analytics,87286,center/independent,1500,Online Panel,rv,Donald Trump,43.0,2090,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.4406497485902698,5,12.0,1.5,0.971130433760347,0.6866929151285748,Online Non-Prob Panel,,,
National,2024-06-30,Morning Consult,87285,center/independent,1500,Online Panel,rv,Joe Biden,43.0,10679,Donald Trump Joe Biden,1.836678059957297,2,13.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
National,2024-06-30,Morning Consult,87285,center/independent,1500,Online Panel,rv,Donald Trump,44.0,10679,Donald Trump Joe Biden,1.836678059957297,2,13.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
California,2024-07-02,Public Policy Institute of California,87452,center/independent,1261,Probability Panel,lv,Joe Biden,55.0,1261,Donald Trump Joe Biden,1.1190327785563812,2,15.0,2.5,1.1034172062044894,1.1034172062044894,Online Prob Panel,Pacific,West,Pacific
California,2024-07-02,Public Policy Institute of California,87452,center/independent,1261,Probability Panel,lv,Donald Trump,30.0,1261,Donald Trump Joe Biden,1.1190327785563812,2,15.0,2.5,1.1034172062044894,1.1034172062044894,Online Prob Panel,Pacific,West,Pacific
Virginia,2024-07-03,Virginia Commonwealth University L. Douglas Wilder School of Government and Public Affairs,87416,center/independent,755,Live Phone,rv,Robert F. Kennedy,8.4,755,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.8658820576932831,5,15.899999999999991,2.14,1.0613489462086556,1.0613489462086556,Live Phone,Southeast,South,South Atlantic
Virginia,2024-07-03,Virginia Commonwealth University L. Douglas Wilder School of Government and Public Affairs,87416,center/independent,755,Live Phone,rv,Joe Biden,37.1,755,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.8658820576932831,5,15.899999999999991,2.14,1.0613489462086556,1.0613489462086556,Live Phone,Southeast,South,South Atlantic
Virginia,2024-07-03,Virginia Commonwealth University L. Douglas Wilder School of Government and Public Affairs,87416,center/independent,755,Live Phone,rv,Donald Trump,38.6,755,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.8658820576932831,5,15.899999999999991,2.14,1.0613489462086556,1.0613489462086556,Live Phone,Southeast,South,South Atlantic
National,2024-06-29,Morning Consult,87308,center/independent,1500,Online Panel,rv,Joe Biden,42.0,4000,Donald Trump Joe Biden,1.836678059957297,2,14.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
National,2024-06-29,Morning Consult,87308,center/independent,1500,Online Panel,rv,Donald Trump,44.0,4000,Donald Trump Joe Biden,1.836678059957297,2,14.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
New Hampshire,2024-06-29,Saint Anselm College Survey Center,87282,center/independent,1500,Text-to-Web,rv,Robert F. Kennedy,4.0,1746,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.3167623017405248,6,10.0,2.44,1.096736270238139,1.096736270238139,Includes Text-to-Web,New England,Northeast,New England
New Hampshire,2024-06-29,Saint Anselm College Survey Center,87282,center/independent,1500,Text-to-Web,rv,Joe Biden,42.0,1746,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.3167623017405248,6,10.0,2.44,1.096736270238139,1.096736270238139,Includes Text-to-Web,New England,Northeast,New England
New Hampshire,2024-06-29,Saint Anselm College Survey Center,87282,center/independent,1500,Text-to-Web,rv,Donald Trump,44.0,1746,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.3167623017405248,6,10.0,2.44,1.096736270238139,1.096736270238139,Includes Text-to-Web,New England,Northeast,New England
National,2024-06-29,Patriot Polling,87278,center/independent,1029,IVR/Text-to-Web,rv,Robert F. Kennedy,11.2,1029,Donald Trump Joe Biden Robert F. Kennedy,1.010864516394979,3,4.0,1.05,0.8882844804863427,0.8882844804863427,IVR/Mostly IVR,,,
National,2024-06-29,Patriot Polling,87278,center/independent,1029,IVR/Text-to-Web,rv,Joe Biden,40.5,1029,Donald Trump Joe Biden Robert F. Kennedy,1.010864516394979,3,4.0,1.05,0.8882844804863427,0.8882844804863427,IVR/Mostly IVR,,,
National,2024-06-29,Patriot Polling,87278,center/independent,1029,IVR/Text-to-Web,rv,Donald Trump,44.3,1029,Donald Trump Joe Biden Robert F. Kennedy,1.010864516394979,3,4.0,1.05,0.8882844804863427,0.8882844804863427,IVR/Mostly IVR,,,
National,2024-06-28,Data for Progress,87276,center/independent,1011,Online Panel,lv,Joe Biden,45.0,1011,Donald Trump Joe Biden,1.0019841289349534,2,7.0,2.7,1.124852792320217,1.124852792320217,Online Non-Prob Panel,,,
National,2024-06-28,Data for Progress,87276,center/independent,1011,Online Panel,lv,Donald Trump,48.0,1011,Donald Trump Joe Biden,1.0019841289349534,2,7.0,2.7,1.124852792320217,1.124852792320217,Online Non-Prob Panel,,,
National,2024-06-28,Morning Consult,87275,center/independent,1500,Online Panel,rv,Joe Biden,45.0,2086,Donald Trump Joe Biden,1.4392704761356256,2,11.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
National,2024-06-28,Morning Consult,87275,center/independent,1500,Online Panel,rv,Donald Trump,44.0,2086,Donald Trump Joe Biden,1.4392704761356256,2,11.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
National,2024-06-28,SurveyUSA,87272,center/independent,1500,Online Panel,lv,Joe Biden,43.0,2315,Donald Trump Joe Biden,1.516214907747143,2,12.0,2.82,1.1371480914321712,1.1371480914321712,Online Non-Prob Panel,,,
National,2024-06-28,SurveyUSA,87272,center/independent,1500,Online Panel,lv,Donald Trump,45.0,2315,Donald Trump Joe Biden,1.516214907747143,2,12.0,2.82,1.1371480914321712,1.1371480914321712,Online Non-Prob Panel,,,
National,2024-06-27,SoCal Research,87324,center/independent,600,Online Panel,rv,Robert F. Kennedy,8.0,600,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7718997315912125,6,16.0,,1.0,1.0,Online Non-Prob Panel,,,
National,2024-06-27,SoCal Research,87324,center/independent,600,Online Panel,rv,Joe Biden,35.0,600,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7718997315912125,6,16.0,,1.0,1.0,Online Non-Prob Panel,,,
National,2024-06-27,SoCal Research,87324,center/independent,600,Online Panel,rv,Donald Trump,41.0,600,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7718997315912125,6,16.0,,1.0,1.0,Online Non-Prob Panel,,,
National,2024-06-28,TIPP Insights,87290,center/independent,1244,Online Panel,rv,Robert F. Kennedy,10.0,1244,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.111464138995983,5,11.0,1.79,1.0150045929265348,1.0150045929265348,Online Non-Prob Panel,,,
National,2024-06-28,TIPP Insights,87290,center/independent,1244,Online Panel,rv,Joe Biden,40.0,1244,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.111464138995983,5,11.0,1.79,1.0150045929265348,1.0150045929265348,Online Non-Prob Panel,,,
National,2024-06-28,TIPP Insights,87290,center/independent,1244,Online Panel,rv,Donald Trump,39.0,1244,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.111464138995983,5,11.0,1.79,1.0150045929265348,1.0150045929265348,Online Non-Prob Panel,,,
Pennsylvania,2024-06-28,Cygnal,87283,center/independent,800,Online Panel,lv,Robert F. Kennedy,8.8,800,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.8913130356431728,5,10.700000000000005,2.11,1.0576095494602245,1.0576095494602245,Online Non-Prob Panel,Rust Belt,Midwest,Middle Atlantic
Pennsylvania,2024-06-28,Cygnal,87283,center/independent,800,Online Panel,lv,Joe Biden,38.1,800,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.8913130356431728,5,10.700000000000005,2.11,1.0576095494602245,1.0576095494602245,Online Non-Prob Panel,Rust Belt,Midwest,Middle Atlantic
Pennsylvania,2024-06-28,Cygnal,87283,center/independent,800,Online Panel,lv,Donald Trump,42.4,800,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.8913130356431728,5,10.700000000000005,2.11,1.0576095494602245,1.0576095494602245,Online Non-Prob Panel,Rust Belt,Midwest,Middle Atlantic
National,2024-06-28,AtlasIntel,87279,center/independent,1500,Online Ad,rv,Robert F. Kennedy,10.3,1634,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.273829466386283,5,3.9000000000000057,2.74,1.1289959666587577,1.1289959666587577,River Sample,,,
National,2024-06-28,AtlasIntel,87279,center/independent,1500,Online Ad,rv,Joe Biden,40.3,1634,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.273829466386283,5,3.9000000000000057,2.74,1.1289959666587577,1.1289959666587577,River Sample,,,
National,2024-06-28,AtlasIntel,87279,center/independent,1500,Online Ad,rv,Donald Trump,45.5,1634,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.273829466386283,5,3.9000000000000057,2.74,1.1289959666587577,1.1289959666587577,River Sample,,,
National,2024-06-28,Leger,87271,center/independent,841,Online Panel,lv,Joe Biden,38.0,841,Donald Trump Joe Biden,0.9138675629117188,2,17.0,1.76,1.010724787453773,0.7146903511218949,Online Non-Prob Panel,,,
National,2024-06-28,Leger,87271,center/independent,841,Online Panel,lv,Donald Trump,45.0,841,Donald Trump Joe Biden,0.9138675629117188,2,17.0,1.76,1.010724787453773,0.7146903511218949,Online Non-Prob Panel,,,
Texas,2024-06-27,Manhattan Institute,87307,center/independent,600,Live Phone/Text-to-Web,lv,Robert F. Kennedy,7.0,600,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7718997315912125,6,12.0,,1.0,1.0,Live Phone + Text-to-Web,Tex-ish,South,West South Central
Texas,2024-06-27,Manhattan Institute,87307,center/independent,600,Live Phone/Text-to-Web,lv,Joe Biden,36.0,600,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7718997315912125,6,12.0,,1.0,1.0,Live Phone + Text-to-Web,Tex-ish,South,West South Central
Texas,2024-06-27,Manhattan Institute,87307,center/independent,600,Live Phone/Text-to-Web,lv,Donald Trump,45.0,600,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7718997315912125,6,12.0,,1.0,1.0,Live Phone + Text-to-Web,Tex-ish,South,West South Central
New Jersey,2024-06-27,co/efficient,87270,center/independent,810,IVR/Text,lv,Robert F. Kennedy,7.0,810,Donald Trump Joe Biden Robert F. Kennedy,0.8968664416184223,3,12.0,1.0,0.8775154057123472,0.8775154057123472,IVR/Mostly IVR,Northeast,Northeast,Middle Atlantic
New Jersey,2024-06-27,co/efficient,87270,center/independent,810,IVR/Text,lv,Joe Biden,40.0,810,Donald Trump Joe Biden Robert F. Kennedy,0.8968664416184223,3,12.0,1.0,0.8775154057123472,0.8775154057123472,IVR/Mostly IVR,Northeast,Northeast,Middle Atlantic
New Jersey,2024-06-27,co/efficient,87270,center/independent,810,IVR/Text,lv,Donald Trump,41.0,810,Donald Trump Joe Biden Robert F. Kennedy,0.8968664416184223,3,12.0,1.0,0.8775154057123472,0.8775154057123472,IVR/Mostly IVR,Northeast,Northeast,Middle Atlantic
Tennessee,2024-07-01,Targoz Market Research,87398,center/independent,962,,lv,Robert F. Kennedy,5.0,962,Donald Trump Joe Biden Robert F. Kennedy,0.9774010488677132,3,9.0,2.04,1.0487266191511264,1.0487266191511264,Other,South,South,East South Central
Tennessee,2024-07-01,Targoz Market Research,87398,center/independent,962,,lv,Joe Biden,28.0,962,Donald Trump Joe Biden Robert F. Kennedy,0.9774010488677132,3,9.0,2.04,1.0487266191511264,1.0487266191511264,Other,South,South,East South Central
Tennessee,2024-07-01,Targoz Market Research,87398,center/independent,962,,lv,Donald Trump,58.0,962,Donald Trump Joe Biden Robert F. Kennedy,0.9774010488677132,3,9.0,2.04,1.0487266191511264,1.0487266191511264,Other,South,South,East South Central
Texas,2024-07-01,YouGov,87368,center/independent,1484,Online Panel,lv,Robert F. Kennedy,5.0,1484,Chase Oliver Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.213953957333768,5,6.0,2.98,1.1529455986082322,1.1529455986082322,Online Non-Prob Panel,Tex-ish,South,West South Central
Texas,2024-07-01,YouGov,87368,center/independent,1484,Online Panel,lv,Joe Biden,40.0,1484,Chase Oliver Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.213953957333768,5,6.0,2.98,1.1529455986082322,1.1529455986082322,Online Non-Prob Panel,Tex-ish,South,West South Central
Texas,2024-07-01,YouGov,87368,center/independent,1484,Online Panel,lv,Donald Trump,49.0,1484,Chase Oliver Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.213953957333768,5,6.0,2.98,1.1529455986082322,1.1529455986082322,Online Non-Prob Panel,Tex-ish,South,West South Central
National,2024-06-26,Morning Consult,87311,center/independent,1500,Online Panel,rv,Joe Biden,44.0,4000,Donald Trump Joe Biden,1.836678059957297,2,13.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
National,2024-06-26,Morning Consult,87311,center/independent,1500,Online Panel,rv,Donald Trump,43.0,4000,Donald Trump Joe Biden,1.836678059957297,2,13.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
Montana,2024-06-26,Torchlight Strategies,87274,right,649,IVR/Live Phone/Text-to-Web,rv,Joe Biden,35.2,649,Donald Trump Joe Biden,0.8028004608496542,2,13.699999999999989,,1.0,1.0,Live Phone + Text-to-Web,Mountain,West,Mountain
Montana,2024-06-26,Torchlight Strategies,87274,right,649,IVR/Live Phone/Text-to-Web,rv,Donald Trump,51.1,649,Donald Trump Joe Biden,0.8028004608496542,2,13.699999999999989,,1.0,1.0,Live Phone + Text-to-Web,Mountain,West,Mountain
National,2024-06-25,YouGov,87244,center/independent,1406,Online Panel,rv,Robert F. Kennedy,4.0,1406,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.181620249951032,5,12.0,2.98,1.1529455986082322,0.7605592003503581,Online Non-Prob Panel,,,
National,2024-06-25,YouGov,87244,center/independent,1406,Online Panel,rv,Joe Biden,42.0,1406,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.181620249951032,5,12.0,2.98,1.1529455986082322,0.7605592003503581,Online Non-Prob Panel,,,
National,2024-06-25,YouGov,87244,center/independent,1406,Online Panel,rv,Donald Trump,42.0,1406,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.181620249951032,5,12.0,2.98,1.1529455986082322,0.7605592003503581,Online Non-Prob Panel,,,
National,2024-06-26,PureSpectrum,87356,center/independent,1500,Online Panel,a,Joe Biden,30.0,7320,Donald Trump Joe Biden,1.836678059957297,2,34.0,,1.0,1.0,Online Non-Prob Panel,,,
National,2024-06-26,PureSpectrum,87356,center/independent,1500,Online Panel,a,Donald Trump,36.0,7320,Donald Trump Joe Biden,1.836678059957297,2,34.0,,1.0,1.0,Online Non-Prob Panel,,,
Michigan,2024-06-26,EPIC-MRA,87277,center/independent,600,Live Phone,lv,Robert F. Kennedy,10.0,600,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7718997315912125,5,10.0,1.95,1.0369633390349977,1.0369633390349977,Live Phone,Rust Belt,Midwest,East North Central
Michigan,2024-06-26,EPIC-MRA,87277,center/independent,600,Live Phone,lv,Joe Biden,38.0,600,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7718997315912125,5,10.0,1.95,1.0369633390349977,1.0369633390349977,Live Phone,Rust Belt,Midwest,East North Central
Michigan,2024-06-26,EPIC-MRA,87277,center/independent,600,Live Phone,lv,Donald Trump,42.0,600,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7718997315912125,5,10.0,1.95,1.0369633390349977,1.0369633390349977,Live Phone,Rust Belt,Midwest,East North Central
National,2024-06-24,Leger,87246,center/independent,878,Online Panel,lv,Robert F. Kennedy,7.0,878,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.9337541019665851,5,17.0,1.76,1.010724787453773,1.010724787453773,Online Non-Prob Panel,,,
National,2024-06-24,Leger,87246,center/independent,878,Online Panel,lv,Joe Biden,38.0,878,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.9337541019665851,5,17.0,1.76,1.010724787453773,1.010724787453773,Online Non-Prob Panel,,,
National,2024-06-24,Leger,87246,center/independent,878,Online Panel,lv,Donald Trump,38.0,878,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.9337541019665851,5,17.0,1.76,1.010724787453773,1.010724787453773,Online Non-Prob Panel,,,
National,2024-06-24,McLaughlin & Associates,87280,right,1500,Online Panel,lv,Robert F. Kennedy,7.7,1744,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.3160079262550952,6,9.700000000000005,0.5,0.7378995589934217,0.5217737819988114,Online Non-Prob Panel,,,
National,2024-06-24,McLaughlin & Associates,87280,right,1500,Online Panel,lv,Joe Biden,40.4,1744,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.3160079262550952,6,9.700000000000005,0.5,0.7378995589934217,0.5217737819988114,Online Non-Prob Panel,,,
National,2024-06-24,McLaughlin & Associates,87280,right,1500,Online Panel,lv,Donald Trump,42.2,1744,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.3160079262550952,6,9.700000000000005,0.5,0.7378995589934217,0.5217737819988114,Online Non-Prob Panel,,,
National,2024-06-25,The New York Times/Siena College,87249,center/independent,1226,Live Phone,lv,Robert F. Kennedy,7.0,1226,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.1033936996399625,6,16.0,3.0,1.1548752214234834,1.1548752214234834,Live Phone,,,
National,2024-06-25,The New York Times/Siena College,87249,center/independent,1226,Live Phone,lv,Joe Biden,37.0,1226,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.1033936996399625,6,16.0,3.0,1.1548752214234834,1.1548752214234834,Live Phone,,,
National,2024-06-25,The New York Times/Siena College,87249,center/independent,1226,Live Phone,lv,Donald Trump,40.0,1226,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.1033936996399625,6,16.0,3.0,1.1548752214234834,1.1548752214234834,Live Phone,,,
National,2024-06-24,Quinnipiac University,87247,center/independent,1405,Live Phone,rv,Robert F. Kennedy,11.0,1405,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.1811999688600383,6,9.0,2.83,1.138154863636792,1.138154863636792,Live Phone,,,
National,2024-06-24,Quinnipiac University,87247,center/independent,1405,Live Phone,rv,Joe Biden,37.0,1405,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.1811999688600383,6,9.0,2.83,1.138154863636792,1.138154863636792,Live Phone,,,
National,2024-06-24,Quinnipiac University,87247,center/independent,1405,Live Phone,rv,Donald Trump,43.0,1405,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.1811999688600383,6,9.0,2.83,1.138154863636792,1.138154863636792,Live Phone,,,
National,2024-06-23,Morning Consult,87227,center/independent,1500,Online Panel,rv,Joe Biden,44.0,10159,Donald Trump Joe Biden,1.836678059957297,2,12.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
National,2024-06-23,Morning Consult,87227,center/independent,1500,Online Panel,rv,Donald Trump,44.0,10159,Donald Trump Joe Biden,1.836678059957297,2,12.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
New Mexico,2024-06-24,1892 Polling,87281,right,600,,lv,Joe Biden,49.0,600,Donald Trump Joe Biden,0.7718997315912125,2,4.0,1.34,0.9441281556584454,0.9441281556584454,Other,Southwest,West,Southwest
New Mexico,2024-06-24,1892 Polling,87281,right,600,,lv,Donald Trump,47.0,600,Donald Trump Joe Biden,0.7718997315912125,2,4.0,1.34,0.9441281556584454,0.9441281556584454,Other,Southwest,West,Southwest
National,2024-06-24,McLaughlin & Associates,87250,center/independent,1000,Online Panel,lv,Robert F. Kennedy,10.0,1000,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.9965182684649138,6,14.0,0.5,0.7378995589934217,0.5217737819988114,Online Non-Prob Panel,,,
National,2024-06-24,McLaughlin & Associates,87250,center/independent,1000,Online Panel,lv,Joe Biden,37.0,1000,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.9965182684649138,6,14.0,0.5,0.7378995589934217,0.5217737819988114,Online Non-Prob Panel,,,
