sponsors,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,question_id,sample_size,population,partisan,party,candidate_name,pct,da_by_pop,pop_raverage7
Clean and Prosperous America,Public Policy Polling,1.4,0.0,IVR/Text,4.0,Michigan,7/17/2024,2024-07-18,203577.0,650.0, Registered voters,DEM,REP,Donald Trump,46.0,44.111111111111114,44.11111111111111
Clean and Prosperous America,Public Policy Polling,1.4,0.0,IVR/Text,4.0,Michigan,7/17/2024,2024-07-18,203578.0,650.0, Registered voters,DEM,REP,Donald Trump,45.0,44.111111111111114,44.11111111111112
Boston Globe,Suffolk University,2.9,-1.0,Live Phone,8.0,Massachusetts,7/16/2024,2024-07-18,203587.0,500.0, Registered voters,,REP,Donald Trump,29.0,44.111111111111114,44.11111111111111
,,,,,,,,2024-07-18,,,All adults,,,Donald Trump,,36.5,37.53333333333334
On Point Politics,SoCal Research,,,Online Ad,8.0,New York,7/18/2024,2024-07-18,203596.0,500.0,Likely voters,,REP,Donald Trump,41.0,46.0375,48.24821428571429
On Point Politics,SoCal Research,,,Online Ad,8.0,New York,7/18/2024,2024-07-18,203597.0,500.0,Likely voters,,REP,Donald Trump,41.0,46.0375,47.8797619047619
CBS News,YouGov,2.9,-1.1,Online Panel,9.0,,7/16/2024,2024-07-18,203551.0,2241.0,Likely voters,,REP,Donald Trump,52.0,46.0375,47.51130952380952
CBS News,YouGov,2.9,-1.1,Online Panel,9.0,,7/16/2024,2024-07-18,203552.0,2240.0,Likely voters,,REP,Donald Trump,51.0,46.0375,47.142857142857146
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,Nevada,7/16/2024,2024-07-18,203611.0,412.0,Likely voters,,REP,Donald Trump,44.0,46.0375,46.77440476190476
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,Pennsylvania,7/16/2024,2024-07-18,203613.0,688.0,Likely voters,,REP,Donald Trump,45.0,46.0375,46.405952380952385
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,North Carolina,7/16/2024,2024-07-18,203612.0,461.0,Likely voters,,REP,Donald Trump,45.0,46.0375,46.03750000000001
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,Arizona,7/16/2024,2024-07-18,203607.0,454.0,Likely voters,,REP,Donald Trump,44.0,46.0375,46.0375
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,Florida,7/16/2024,2024-07-18,203608.0,471.0,Likely voters,,REP,Donald Trump,46.0,46.0375,46.03750000000001
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,Georgia,7/16/2024,2024-07-18,203609.0,618.0,Likely voters,,REP,Donald Trump,45.0,46.0375,46.0375
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,Michigan,7/16/2024,2024-07-18,203610.0,437.0,Likely voters,,REP,Donald Trump,42.0,46.0375,46.0375
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,Wisconsin,7/16/2024,2024-07-18,203614.0,470.0,Likely voters,,REP,Donald Trump,42.0,46.0375,46.03750000000001
Atlanta Journal-Constitution,University of Georgia School of Public and International Affairs,2.2,-0.2,Live Phone,7.0,Georgia,7/9/2024,2024-07-18,203621.0,1000.0,Likely voters,,REP,Donald Trump,48.3,46.0375,46.0375
Atlanta Journal-Constitution,University of Georgia School of Public and International Affairs,2.2,-0.2,Live Phone,7.0,Georgia,7/9/2024,2024-07-18,203622.0,1000.0,Likely voters,,REP,Donald Trump,45.4,46.0375,46.03750000000001
Atlanta Journal-Constitution,University of Georgia School of Public and International Affairs,2.2,-0.2,Live Phone,7.0,Georgia,7/9/2024,2024-07-18,203623.0,1000.0,Likely voters,,REP,Donald Trump,50.5,46.0375,46.03750000000001
,ActiVote,,,App Panel,8.0,Texas,6/25/2024,2024-07-18,203617.0,400.0,Likely voters,,REP,Donald Trump,54.4,46.0375,46.0375
Clean and Prosperous America,Public Policy Polling,1.4,0.0,IVR/Text,4.0,Michigan,7/17/2024,2024-07-18,203578.0,650.0, Registered voters,DEM,DEM,Gretchen Whitmer,46.0,46.0,46.07142857142857
Clean and Prosperous America,Public Policy Polling,1.4,0.0,IVR/Text,4.0,Pennsylvania,7/17/2024,2024-07-18,203571.0,624.0, Registered voters,DEM,GRE,Jill Stein,2.0,1.7142857142857142,1.3163265306122447
Clean and Prosperous America,Public Policy Polling,1.4,0.0,IVR/Text,4.0,Pennsylvania,7/17/2024,2024-07-18,203573.0,624.0, Registered voters,DEM,GRE,Jill Stein,2.0,1.7142857142857142,1.4040816326530614
Clean and Prosperous America,Public Policy Polling,1.4,0.0,IVR/Text,4.0,Pennsylvania,7/17/2024,2024-07-18,203574.0,624.0, Registered voters,DEM,GRE,Jill Stein,1.0,1.7142857142857142,1.4918367346938772
Clean and Prosperous America,Public Policy Polling,1.4,0.0,IVR/Text,4.0,Michigan,7/17/2024,2024-07-18,203575.0,650.0, Registered voters,DEM,GRE,Jill Stein,3.0,1.7142857142857142,1.5795918367346935
Clean and Prosperous America,Public Policy Polling,1.4,0.0,IVR/Text,4.0,Michigan,7/17/2024,2024-07-18,203577.0,650.0, Registered voters,DEM,GRE,Jill Stein,2.0,1.7142857142857142,1.6673469387755102
Clean and Prosperous America,Public Policy Polling,1.4,0.0,IVR/Text,4.0,Michigan,7/17/2024,2024-07-18,203578.0,650.0, Registered voters,DEM,GRE,Jill Stein,1.0,1.7142857142857142,1.755102040816326
Boston Globe,Suffolk University,2.9,-1.0,Live Phone,8.0,Massachusetts,7/16/2024,2024-07-18,203587.0,500.0, Registered voters,,GRE,Jill Stein,1.0,1.7142857142857142,1.714285714285714
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,Nevada,7/16/2024,2024-07-18,203611.0,412.0,Likely voters,,GRE,Jill Stein,1.0,0.75,2.2071428571428573
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,Pennsylvania,7/16/2024,2024-07-18,203613.0,688.0,Likely voters,,GRE,Jill Stein,1.0,0.75,1.875
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,North Carolina,7/16/2024,2024-07-18,203612.0,461.0,Likely voters,,GRE,Jill Stein,1.0,0.75,1.542857142857143
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,Arizona,7/16/2024,2024-07-18,203607.0,454.0,Likely voters,,GRE,Jill Stein,1.0,0.75,1.2107142857142856
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,Florida,7/16/2024,2024-07-18,203608.0,471.0,Likely voters,,GRE,Jill Stein,0.0,0.75,0.8785714285714287
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,Georgia,7/16/2024,2024-07-18,203609.0,618.0,Likely voters,,GRE,Jill Stein,0.0,0.75,0.8142857142857142
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,Michigan,7/16/2024,2024-07-18,203610.0,437.0,Likely voters,,GRE,Jill Stein,1.0,0.75,0.75
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,Wisconsin,7/16/2024,2024-07-18,203614.0,470.0,Likely voters,,GRE,Jill Stein,1.0,0.75,0.75
Clean and Prosperous America,Public Policy Polling,1.4,0.0,IVR/Text,4.0,Pennsylvania,7/17/2024,2024-07-18,203571.0,624.0, Registered voters,DEM,DEM,Joe Biden,42.0,44.64,41.625590062111804
Clean and Prosperous America,Public Policy Polling,1.4,0.0,IVR/Text,4.0,Pennsylvania,7/17/2024,2024-07-18,203572.0,624.0, Registered voters,DEM,DEM,Joe Biden,44.0,44.64,42.164223602484476
Clean and Prosperous America,Public Policy Polling,1.4,0.0,IVR/Text,4.0,Michigan,7/17/2024,2024-07-18,203575.0,650.0, Registered voters,DEM,DEM,Joe Biden,44.0,44.64,42.70285714285715
Clean and Prosperous America,Public Policy Polling,1.4,0.0,IVR/Text,4.0,Michigan,7/17/2024,2024-07-18,203576.0,650.0, Registered voters,DEM,DEM,Joe Biden,46.0,44.64,43.18714285714286
Boston Globe,Suffolk University,2.9,-1.0,Live Phone,8.0,Massachusetts,7/16/2024,2024-07-18,203587.0,500.0, Registered voters,,DEM,Joe Biden,47.2,44.64,43.67142857142857
,,,,,,,,2024-07-18,,,All adults,,,Joe Biden,,,34.08
On Point Politics,SoCal Research,,,Online Ad,8.0,New York,7/18/2024,2024-07-18,203596.0,500.0,Likely voters,,DEM,Joe Biden,52.0,42.63076923076923,43.767252747252755
CBS News,YouGov,2.9,-1.1,Online Panel,9.0,,7/16/2024,2024-07-18,203551.0,2241.0,Likely voters,,DEM,Joe Biden,47.0,42.63076923076923,43.60879120879121
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,Nevada,7/16/2024,2024-07-18,203611.0,412.0,Likely voters,,DEM,Joe Biden,41.0,42.63076923076923,43.41318681318682
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,Pennsylvania,7/16/2024,2024-07-18,203613.0,688.0,Likely voters,,DEM,Joe Biden,41.0,42.63076923076923,43.21758241758242
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,North Carolina,7/16/2024,2024-07-18,203612.0,461.0,Likely voters,,DEM,Joe Biden,39.0,42.63076923076923,43.02197802197803
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,Arizona,7/16/2024,2024-07-18,203607.0,454.0,Likely voters,,DEM,Joe Biden,40.0,42.63076923076923,42.82637362637363
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,Florida,7/16/2024,2024-07-18,203608.0,471.0,Likely voters,,DEM,Joe Biden,39.0,42.63076923076923,42.63076923076924
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,Georgia,7/16/2024,2024-07-18,203609.0,618.0,Likely voters,,DEM,Joe Biden,40.0,42.63076923076923,42.630769230769225
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,Michigan,7/16/2024,2024-07-18,203610.0,437.0,Likely voters,,DEM,Joe Biden,41.0,42.63076923076923,42.63076923076924
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,Wisconsin,7/16/2024,2024-07-18,203614.0,470.0,Likely voters,,DEM,Joe Biden,42.0,42.63076923076923,42.630769230769225
Atlanta Journal-Constitution,University of Georgia School of Public and International Affairs,2.2,-0.2,Live Phone,7.0,Georgia,7/9/2024,2024-07-18,203621.0,1000.0,Likely voters,,DEM,Joe Biden,44.8,42.63076923076923,42.63076923076924
Atlanta Journal-Constitution,University of Georgia School of Public and International Affairs,2.2,-0.2,Live Phone,7.0,Georgia,7/9/2024,2024-07-18,203622.0,1000.0,Likely voters,,DEM,Joe Biden,41.8,42.63076923076923,42.630769230769225
,ActiVote,,,App Panel,8.0,Texas,6/25/2024,2024-07-18,203617.0,400.0,Likely voters,,DEM,Joe Biden,45.6,42.63076923076923,42.63076923076924
Clean and Prosperous America,Public Policy Polling,1.4,0.0,IVR/Text,4.0,Pennsylvania,7/17/2024,2024-07-18,203574.0,624.0, Registered voters,DEM,DEM,Josh Shapiro,47.0,47.0,42.98571428571428
Clean and Prosperous America,Public Policy Polling,1.4,0.0,IVR/Text,4.0,Pennsylvania,7/17/2024,2024-07-18,203573.0,624.0, Registered voters,DEM,DEM,Kamala Harris,43.0,42.0,44.0
Clean and Prosperous America,Public Policy Polling,1.4,0.0,IVR/Text,4.0,Michigan,7/17/2024,2024-07-18,203577.0,650.0, Registered voters,DEM,DEM,Kamala Harris,41.0,42.0,43.685714285714276
,,,,,,,,2024-07-18,,,All adults,,,Kamala Harris,,38.0,34.81428571428571
On Point Politics,SoCal Research,,,Online Ad,8.0,New York,7/18/2024,2024-07-18,203597.0,500.0,Likely voters,,DEM,Kamala Harris,52.0,48.63333333333333,41.476190476190474
CBS News,YouGov,2.9,-1.1,Online Panel,9.0,,7/16/2024,2024-07-18,203552.0,2240.0,Likely voters,,DEM,Kamala Harris,48.0,48.63333333333333,42.77523809523809
Atlanta Journal-Constitution,University of Georgia School of Public and International Affairs,2.2,-0.2,Live Phone,7.0,Georgia,7/9/2024,2024-07-18,203623.0,1000.0,Likely voters,,DEM,Kamala Harris,45.9,48.63333333333333,44.07428571428572
Clean and Prosperous America,Public Policy Polling,1.4,0.0,IVR/Text,4.0,Pennsylvania,7/17/2024,2024-07-18,203571.0,624.0, Registered voters,DEM,IND,Robert F. Kennedy,4.0,4.971428571428571,5.684993997599039
Clean and Prosperous America,Public Policy Polling,1.4,0.0,IVR/Text,4.0,Pennsylvania,7/17/2024,2024-07-18,203573.0,624.0, Registered voters,DEM,IND,Robert F. Kennedy,4.0,4.971428571428571,5.628811524609844
Clean and Prosperous America,Public Policy Polling,1.4,0.0,IVR/Text,4.0,Pennsylvania,7/17/2024,2024-07-18,203574.0,624.0, Registered voters,DEM,IND,Robert F. Kennedy,3.0,4.971428571428571,5.572629051620647
Clean and Prosperous America,Public Policy Polling,1.4,0.0,IVR/Text,4.0,Michigan,7/17/2024,2024-07-18,203575.0,650.0, Registered voters,DEM,IND,Robert F. Kennedy,5.0,4.971428571428571,5.516446578631453
Clean and Prosperous America,Public Policy Polling,1.4,0.0,IVR/Text,4.0,Michigan,7/17/2024,2024-07-18,203577.0,650.0, Registered voters,DEM,IND,Robert F. Kennedy,6.0,4.971428571428571,5.460264105642257
Clean and Prosperous America,Public Policy Polling,1.4,0.0,IVR/Text,4.0,Michigan,7/17/2024,2024-07-18,203578.0,650.0, Registered voters,DEM,IND,Robert F. Kennedy,5.0,4.971428571428571,5.40408163265306
Boston Globe,Suffolk University,2.9,-1.0,Live Phone,8.0,Massachusetts,7/16/2024,2024-07-18,203587.0,500.0, Registered voters,,IND,Robert F. Kennedy,7.8,4.971428571428571,4.971428571428571
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,Nevada,7/16/2024,2024-07-18,203611.0,412.0,Likely voters,,IND,Robert F. Kennedy,7.0,5.966666666666667,6.552380952380952
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,Pennsylvania,7/16/2024,2024-07-18,203613.0,688.0,Likely voters,,IND,Robert F. Kennedy,4.0,5.966666666666667,6.211904761904762
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,North Carolina,7/16/2024,2024-07-18,203612.0,461.0,Likely voters,,IND,Robert F. Kennedy,5.0,5.966666666666667,5.871428571428572
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,Arizona,7/16/2024,2024-07-18,203607.0,454.0,Likely voters,,IND,Robert F. Kennedy,7.0,5.966666666666667,5.530952380952381
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,Florida,7/16/2024,2024-07-18,203608.0,471.0,Likely voters,,IND,Robert F. Kennedy,6.0,5.966666666666667,5.190476190476191
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,Georgia,7/16/2024,2024-07-18,203609.0,618.0,Likely voters,,IND,Robert F. Kennedy,5.0,5.966666666666667,5.578571428571428
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,Michigan,7/16/2024,2024-07-18,203610.0,437.0,Likely voters,,IND,Robert F. Kennedy,6.0,5.966666666666667,5.966666666666667
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,Wisconsin,7/16/2024,2024-07-18,203614.0,470.0,Likely voters,,IND,Robert F. Kennedy,6.0,5.966666666666667,5.966666666666667
Atlanta Journal-Constitution,University of Georgia School of Public and International Affairs,2.2,-0.2,Live Phone,7.0,Georgia,7/9/2024,2024-07-18,203622.0,1000.0,Likely voters,,IND,Robert F. Kennedy,7.7,5.966666666666667,5.966666666666667
,Trafalgar Group,0.7,0.5,IVR/Live Phone/Text/Online Panel/Email,4.0,Wisconsin,7/15/2024,2024-07-17,203586.0,1087.0,Likely voters,REP,LIB,Chase Oliver,0.4,0.4,0.34285714285714286
Detroit Free Press,EPIC-MRA,2.0,-0.7,,3.0,Michigan,7/13/2024,2024-07-17,203616.0,600.0, Registered voters,,IND,Cornel West,2.0,2.0,1.082857142857143
,Trafalgar Group,0.7,0.5,IVR/Live Phone/Text/Online Panel/Email,4.0,Michigan,7/15/2024,2024-07-17,203585.0,1091.0,Likely voters,REP,IND,Cornel West,1.1,0.6000000000000001,0.7571428571428572
,Trafalgar Group,0.7,0.5,IVR/Live Phone/Text/Online Panel/Email,4.0,Wisconsin,7/15/2024,2024-07-17,203586.0,1087.0,Likely voters,REP,IND,Cornel West,0.1,0.6000000000000001,0.7000000000000002
,Morning Consult,1.8,-0.2,Online Panel,3.0,,7/15/2024,2024-07-17,203533.0,9414.0, Registered voters,,REP,Donald Trump,46.0,41.125,44.7219387755102
Detroit Free Press,EPIC-MRA,2.0,-0.7,,3.0,Michigan,7/13/2024,2024-07-17,203615.0,600.0, Registered voters,,REP,Donald Trump,49.0,41.125,44.12244897959183
Detroit Free Press,EPIC-MRA,2.0,-0.7,,3.0,Michigan,7/13/2024,2024-07-17,203616.0,600.0, Registered voters,,REP,Donald Trump,43.0,41.125,43.52295918367347
,DHM Research,2.1,-0.2,Online Panel,6.0,Washington,7/12/2024,2024-07-17,206167.0,500.0, Registered voters,,REP,Donald Trump,38.0,41.125,42.923469387755105
,DHM Research,2.1,-0.2,Online Panel,6.0,Washington,7/12/2024,2024-07-17,206168.0,500.0, Registered voters,,REP,Donald Trump,40.0,41.125,42.32397959183673
,DHM Research,2.1,-0.2,Online Panel,6.0,Washington,7/12/2024,2024-07-17,206169.0,500.0, Registered voters,,REP,Donald Trump,38.0,41.125,41.724489795918366
,DHM Research,2.1,-0.2,Online Panel,6.0,Washington,7/12/2024,2024-07-17,206170.0,500.0, Registered voters,,REP,Donald Trump,38.0,41.125,41.125
,DHM Research,2.1,-0.2,Online Panel,6.0,Washington,7/12/2024,2024-07-17,206171.0,500.0, Registered voters,,REP,Donald Trump,37.0,41.125,41.125
,,,,,,,,2024-07-17,,,All adults,,,Donald Trump,,36.5,37.51904761904762
On Point Politics,SoCal Research,,,Online Ad,8.0,,7/17/2024,2024-07-17,203539.0,800.0,Likely voters,,REP,Donald Trump,51.0,48.61666666666667,48.54238095238095
On Point Politics,SoCal Research,,,Online Ad,8.0,,7/17/2024,2024-07-17,203540.0,800.0,Likely voters,,REP,Donald Trump,52.0,48.61666666666667,48.55476190476191
,RMG Research,2.3,-0.4,,5.0,,7/15/2024,2024-07-17,203541.0,2725.0,Likely voters,,REP,Donald Trump,51.0,48.61666666666667,48.56714285714286
,Trafalgar Group,0.7,0.5,IVR/Live Phone/Text/Online Panel/Email,4.0,Michigan,7/15/2024,2024-07-17,203585.0,1091.0,Likely voters,REP,REP,Donald Trump,45.1,48.61666666666667,48.57952380952381
,Trafalgar Group,0.7,0.5,IVR/Live Phone/Text/Online Panel/Email,4.0,Wisconsin,7/15/2024,2024-07-17,203586.0,1087.0,Likely voters,REP,REP,Donald Trump,45.6,48.61666666666667,48.59190476190476
The Welcome PAC,3W Insights,,,Online Panel,3.0,,7/15/2024,2024-07-17,203595.0,2402.0,Likely voters,DEM,REP,Donald Trump,47.0,48.61666666666667,48.604285714285716
,DHM Research,2.1,-0.2,Online Panel,6.0,Washington,7/12/2024,2024-07-17,206169.0,500.0, Registered voters,,DEM,Gretchen Whitmer,42.0,42.0,46.42857142857143
Detroit Free Press,EPIC-MRA,2.0,-0.7,,3.0,Michigan,7/13/2024,2024-07-17,203616.0,600.0, Registered voters,,GRE,Jill Stein,2.0,2.0,1.2285714285714284
,Trafalgar Group,0.7,0.5,IVR/Live Phone/Text/Online Panel/Email,4.0,Michigan,7/15/2024,2024-07-17,203585.0,1091.0,Likely voters,REP,GRE,Jill Stein,1.4,1.2,2.2142857142857144
,Trafalgar Group,0.7,0.5,IVR/Live Phone/Text/Online Panel/Email,4.0,Wisconsin,7/15/2024,2024-07-17,203586.0,1087.0,Likely voters,REP,GRE,Jill Stein,1.0,1.2,2.242857142857143
,Morning Consult,1.8,-0.2,Online Panel,3.0,,7/15/2024,2024-07-17,203533.0,9414.0, Registered voters,,DEM,Joe Biden,42.0,41.25,40.92391304347826
Detroit Free Press,EPIC-MRA,2.0,-0.7,,3.0,Michigan,7/13/2024,2024-07-17,203615.0,600.0, Registered voters,,DEM,Joe Biden,42.0,41.25,40.97826086956521
Detroit Free Press,EPIC-MRA,2.0,-0.7,,3.0,Michigan,7/13/2024,2024-07-17,203616.0,600.0, Registered voters,,DEM,Joe Biden,36.0,41.25,41.03260869565218
,DHM Research,2.1,-0.2,Online Panel,6.0,Washington,7/12/2024,2024-07-17,206167.0,500.0, Registered voters,,DEM,Joe Biden,45.0,41.25,41.086956521739125
,,,,,,,,2024-07-17,,,All adults,,,Joe Biden,,,33.85
On Point Politics,SoCal Research,,,Online Ad,8.0,,7/17/2024,2024-07-17,203539.0,800.0,Likely voters,,DEM,Joe Biden,45.0,44.0,43.66964285714285
,RMG Research,2.3,-0.4,,5.0,,7/15/2024,2024-07-17,203541.0,2725.0,Likely voters,,DEM,Joe Biden,46.0,44.0,43.8142857142857
,Trafalgar Group,0.7,0.5,IVR/Live Phone/Text/Online Panel/Email,4.0,Michigan,7/15/2024,2024-07-17,203585.0,1091.0,Likely voters,REP,DEM,Joe Biden,43.0,44.0,43.85142857142857
,Trafalgar Group,0.7,0.5,IVR/Live Phone/Text/Online Panel/Email,4.0,Wisconsin,7/15/2024,2024-07-17,203586.0,1087.0,Likely voters,REP,DEM,Joe Biden,43.0,44.0,43.888571428571424
The Welcome PAC,3W Insights,,,Online Panel,3.0,,7/15/2024,2024-07-17,203595.0,2402.0,Likely voters,DEM,DEM,Joe Biden,43.0,44.0,43.92571428571428
,DHM Research,2.1,-0.2,Online Panel,6.0,Washington,7/12/2024,2024-07-17,206170.0,500.0, Registered voters,,DEM,Josh Shapiro,40.0,40.0,43.128571428571426
,DHM Research,2.1,-0.2,Online Panel,6.0,Washington,7/12/2024,2024-07-17,206168.0,500.0, Registered voters,,DEM,Kamala Harris,45.0,45.0,44.112244897959194
,,,,,,,,2024-07-17,,,All adults,,,Kamala Harris,,38.0,36.1
On Point Politics,SoCal Research,,,Online Ad,8.0,,7/17/2024,2024-07-17,203540.0,800.0,Likely voters,,DEM,Kamala Harris,44.0,44.0,40.471428571428575
,DHM Research,2.1,-0.2,Online Panel,6.0,Washington,7/12/2024,2024-07-17,206171.0,500.0, Registered voters,,DEM,Raphael Warnock,40.0,40.0,40.0
Detroit Free Press,EPIC-MRA,2.0,-0.7,,3.0,Michigan,7/13/2024,2024-07-17,203616.0,600.0, Registered voters,,IND,Robert F. Kennedy,8.0,8.0,5.741176470588235
,Trafalgar Group,0.7,0.5,IVR/Live Phone/Text/Online Panel/Email,4.0,Michigan,7/15/2024,2024-07-17,203585.0,1091.0,Likely voters,REP,IND,Robert F. Kennedy,4.0,3.25,7.621428571428571
,Trafalgar Group,0.7,0.5,IVR/Live Phone/Text/Online Panel/Email,4.0,Wisconsin,7/15/2024,2024-07-17,203586.0,1087.0,Likely voters,REP,IND,Robert F. Kennedy,2.5,3.25,6.892857142857143
DemNextGen,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,,7/15/2024,2024-07-16,203365.0,2000.0, Registered voters,DEM,LIB,Chase Oliver,0.4,0.55,0.13571428571428573
DemNextGen,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Arizona,7/15/2024,2024-07-16,203373.0,1000.0, Registered voters,DEM,LIB,Chase Oliver,0.7,0.55,0.21428571428571427
DemNextGen,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Georgia,7/15/2024,2024-07-16,203374.0,1000.0, Registered voters,DEM,LIB,Chase Oliver,0.4,0.55,0.29285714285714287
DemNextGen,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Michigan,7/15/2024,2024-07-16,203375.0,1000.0, Registered voters,DEM,LIB,Chase Oliver,0.2,0.55,0.37142857142857144
DemNextGen,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Nevada,7/15/2024,2024-07-16,203376.0,1000.0, Registered voters,DEM,LIB,Chase Oliver,0.5,0.55,0.45000000000000007
DemNextGen,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,North Carolina,7/15/2024,2024-07-16,203377.0,1000.0, Registered voters,DEM,LIB,Chase Oliver,0.8,0.55,0.5285714285714286
DemNextGen,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Pennsylvania,7/15/2024,2024-07-16,203378.0,1000.0, Registered voters,DEM,LIB,Chase Oliver,0.3,0.55,0.55
DemNextGen,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Wisconsin,7/15/2024,2024-07-16,203379.0,1000.0, Registered voters,DEM,LIB,Chase Oliver,1.1,0.55,0.55
DemNextGen,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,,7/15/2024,2024-07-16,203365.0,2000.0, Registered voters,DEM,IND,Cornel West,0.7,0.93,1.1042857142857143
DemNextGen,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Arizona,7/15/2024,2024-07-16,203373.0,1000.0, Registered voters,DEM,IND,Cornel West,0.6,0.93,1.237142857142857
DemNextGen,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Georgia,7/15/2024,2024-07-16,203374.0,1000.0, Registered voters,DEM,IND,Cornel West,2.0,0.93,1.3699999999999999
DemNextGen,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Michigan,7/15/2024,2024-07-16,203375.0,1000.0, Registered voters,DEM,IND,Cornel West,0.9,0.93,1.2814285714285714
DemNextGen,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Nevada,7/15/2024,2024-07-16,203376.0,1000.0, Registered voters,DEM,IND,Cornel West,0.7,0.93,1.192857142857143
DemNextGen,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,North Carolina,7/15/2024,2024-07-16,203377.0,1000.0, Registered voters,DEM,IND,Cornel West,1.3,0.93,1.0614285714285716
DemNextGen,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Pennsylvania,7/15/2024,2024-07-16,203378.0,1000.0, Registered voters,DEM,IND,Cornel West,0.8,0.93,0.9299999999999999
DemNextGen,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Wisconsin,7/15/2024,2024-07-16,203379.0,1000.0, Registered voters,DEM,IND,Cornel West,0.3,0.93,0.9299999999999999
Economist,YouGov,2.9,-1.1,Online Panel,9.0,,7/13/2024,2024-07-16,203224.0,1404.0, Registered voters,,IND,Cornel West,1.0,0.93,0.93
Economist,YouGov,2.9,-1.1,Online Panel,9.0,,7/13/2024,2024-07-16,203235.0,1404.0, Registered voters,,IND,Cornel West,1.0,0.93,0.9299999999999999
Reuters,Ipsos,2.8,-0.8,Probability Panel,9.5,,7/15/2024,2024-07-16,203163.0,992.0, Registered voters,,REP,Donald Trump,43.0,45.32142857142857,45.379251700680264
Reuters,Ipsos,2.8,-0.8,Probability Panel,9.5,,7/15/2024,2024-07-16,203335.0,992.0, Registered voters,,REP,Donald Trump,40.0,45.32142857142857,45.36961451247165
Reuters,Ipsos,2.8,-0.8,Probability Panel,9.5,,7/15/2024,2024-07-16,203337.0,992.0, Registered voters,,REP,Donald Trump,44.0,45.32142857142857,45.359977324263035
